"no_de_solicitud","fecha_de_creaci_n","tipo_de_solicitud","es_anonima","descripci_n_de_la_solicitud","estado","fue_delegada","origen"
"103335450706","04 noviembre 2020 11:09:43","Sugerencia","SI","buen dia quisiera saber cuando habilitan las piscinas e flandes","Cerrada","NO","Chat"
"103329696802","04 noviembre 2020 09:31:22","Petición","NO","Buenos dias, 
Amablemente solicito los datos de contactos de la oficina de contratacion y contabilidad de la alcaldia de flandes; telefonos y correo electronico dado que realizamos un contrato y tengo pendiente facturar y no ha sido posible establecer comunicación. 

Agradezco su amable atención, quedo atento a su respuesta","Cerrada","NO","PQRDS"
"103319103916","04 noviembre 2020 08:22:19","Sugerencia","SI","No encontre lo que buscaba (Sede Electrónica): NO PUEDO DESCARGAR EL RECIBO PREDIAL","Cerrada","NO","FeedBack"
"103304779206","03 noviembre 2020 05:20:04","Sugerencia","SI","buen dia quisiera saber cuando habilitan las piscinas","Cerrada","NO","Chat"
"102769821406","27 octubre 2020 08:17:19","Sugerencia","SI","Buenos días, necesito urgente la factura del predial para poderlo pagar.  Ha sido imposible adquirirla por la página.","Cerrada","NO","Chat"
"102759213006","26 octubre 2020 05:32:28","Sugerencia","SI","Buenas tardes, por favor necesito respuesta a la solicitud No92408434702","Cerrada","NO","Chat"
"103293889803","03 noviembre 2020 01:44:24","Queja","NO","Desde hace unas semanas he tratado de realizar la descarga de un nuevo recibo para poder pagar el impuesto predial del año 2020 pero la página está caída y al correo nadie me responde; quisiera saber de qué manera me pueden ayudar a tener un nuevo recibo de pagos. 
 estos son los datos que del predio: 
Cédula catastral Nueva: 73-275-01-03-00-00-0358-0008-8-01-00-0000
Cédula catastral antigua: 01-03-0358-0008-801
Dirección del predio: Mz F Lo 123 San Felipe de Barajas Barrio el Palmar","Cerrada","NO","PQRDS"
"103281533206","03 noviembre 2020 01:39:14","Sugerencia","SI","Necesito una copia del recibo de pago impuesto predial 2020 de Flandes Tolima","Cerrada","NO","Chat"
"103275949006","03 noviembre 2020 12:47:01","Sugerencia","SI","Buenos dias para saber porque tengo mi puntaje del sisben tan alto si somos poblacion desplazada y no tengo porque tener el puntaje tan alto para saber si vajan el puntaje o me hacen una nueva,encuesta","Cerrada","NO","Chat"
"103261802206","03 noviembre 2020 11:04:39","Sugerencia","SI","buenos dias,  vendi una propiedad en el conjunto residencial santa marta, quisiera saber si posible pagar y solicitar paz y salvos de predial y valorizacion, ya que me es imposible viajar entre semana. agradezco su pronta respuesta.","Cerrada","NO","Chat"
"103253782306","03 noviembre 2020 10:37:47","Sugerencia","SI","Solicitud paz y salvo valorización","Cerrada","NO","Chat"
"103242579502","03 noviembre 2020 10:21:38","Petición","NO","Buenos días, necesito por favor me expidan copia del pago de impuesto predial 2020, además paz y salvo para trámite notarial (VENTA), del inmueble identificado con cédula catastral 73-275-01-03-00-00-0149-0023-0-00-00-000 dirección del predio C 3C 1B E 45 Mz 9 Lo 23 de mi propiedad LIZ YUDY RAQUEL QUECAN MARTINEZ C.C. 52118251. POR FAVOR PODRÍAN INDICARME EL TRAMITE A SEGUIR","Cerrada","NO","PQRDS"
"103231214006","03 noviembre 2020 10:13:50","Sugerencia","SI","Buenos días, necesito por favor me expidan paz y salvo para trámite notarial (VENTA), del inmueble identificado con cedula catastral 73-275-01-03-00-00-0149-0023-0-00-00-000 dirección del predio C 3C 1B E 45 Mz 9 Lo 23 de mi propiedad LIZ YUDY RAQUEL QUECAN MARTINEZ C.C. 52118251. POR FAVOR PODRÍAN INDICARME EL TRAMITE A SEGUIR","Cerrada","NO","Chat"
"103223231906","02 noviembre 2020 05:17:46","Sugerencia","SI","Deseo saber si ya se pueden usar las piscinas en condominios en Flandes","Cerrada","NO","Chat"
"103214898306","01 noviembre 2020 10:32:29","Sugerencia","SI","Un favor necesito inscribirme al sisben","Cerrada","NO","Chat"
"103208306306","01 noviembre 2020 08:30:41","Sugerencia","SI","Buenas noches. Me encuentro en Bogotá y necesito realizar dos solicitudes sobre casa A14 del conjunto Agua Marina:
1. Paz y Salvo del impuesto predial
2. Requerimos una certificación donde indique que no cobra valorización o el paz y salvo correspondiente.

muchas gracias.
Johanna Baquero
Cel. 3103385468","Cerrada","NO","Chat"
"103196628401","31 octubre 2020 08:40:38","Solicitud de información","NO","Solicito la demarcacion , norma y uso del siguiente predio 
Matricula 307-0024099
Registro Catastral :00-01-0006-0021-000
Propietario Guillermo Hernando Pinzon","Cerrada","NO","PQRDS"
"103188201806","31 octubre 2020 05:22:43","Sugerencia","SI","Hola buenas tardes, lo que sucede es que yo vivo en el palmar y hay un señor que vende trago y mujeres de la vida alegre por toda la avenida principal y eso a la comunidad nos incomoda","Cerrada","NO","Chat"
"103176981416","31 octubre 2020 04:46:31","Sugerencia","SI","No encontre lo que buscaba (RESTRICCIÓN DEL USO DE PISCINAS): Mi madre un adulto mayor vive en Flandes, en un conjunto residencial.. Queremos saber cuando se puede hacer uso de la piscina del conjunto. También si se debe llevar algún tipo de protocolo para su uso","Cerrada","NO","FeedBack"
"103168639806","31 octubre 2020 03:18:46","Sugerencia","SI","Cuarentena","Cerrada","NO","Chat"
"103153801206","31 octubre 2020 10:27:48","Sugerencia","SI","Buenos días no he podido pagar el predial por PSE","Cerrada","NO","Chat"
"103149849906","30 octubre 2020 05:33:34","Sugerencia","SI","como se si me estan pagando el bono","Cerrada","NO","Chat"
"103131035906","30 octubre 2020 05:14:32","Sugerencia","SI","Buenas tardes me gustaría confirmar los días y horario del toque de queda ya que no encuentro el decreto en la página de la alcaldía.
Gracias por su atención.","Cerrada","NO","Chat"
"103127133606","30 octubre 2020 04:36:47","Sugerencia","SI","Deseo saber hasta cuándo es el plazo para pago  con alivio del impuesto predial.","Cerrada","NO","Chat"
"103113690506","30 octubre 2020 04:21:45","Sugerencia","SI","Quisiera generar el recibo para pago el mpuesto predial con el descuento. Del predio parques Alejandría 3 manzana 6 casa 3 
A nombre de Israel Ruiz 
Código catastral 010202160003803","Cerrada","NO","Chat"
"103109672306","30 octubre 2020 04:18:37","Sugerencia","SI","Buen día información impuesto predial","Cerrada","NO","Chat"
"103096526806","30 octubre 2020 02:08:12","Sugerencia","SI","Buenas tardes quisiera saber cuando sera la apertura de piscinas en flandes agradezco su informacion","Cerrada","NO","Chat"
"103085146906","30 octubre 2020 10:23:48","Sugerencia","SI","Buen día, cuando entra en vigencia el decreto que impide el uso de las piscinas","Cerrada","NO","Chat"
"103074214506","30 octubre 2020 10:14:47","Sugerencia","SI","buen dia, quisiera saber como hago para averiguar el  estado de impuestos de un lote que me estan ofreciendo para comprar en villa del rio y del cual queiro verificar como esta antes de adquirirlo. gracias por la atencion prestada","Cerrada","NO","Chat"
"103064406706","30 octubre 2020 09:23:24","Sugerencia","SI","Buenos días deseo pagar el impuesto predial de este año como lo puedo hacer","Cerrada","NO","Chat"
"103051862006","30 octubre 2020 08:30:56","Sugerencia","SI","Buenos días cual va a ser el horario del toque de queda  este 31 de octubre 2020. 
Gracias","Cerrada","NO","Chat"
"103044697716","29 octubre 2020 04:06:55","Sugerencia","SI","No encontre lo que buscaba (Cómo pagar Impuesto Predial en Línea): No puedo acceder a la sede electronica para pagar el predial","Cerrada","NO","FeedBack"
"102742009106","26 octubre 2020 05:18:34","Sugerencia","SI","Buenas tardes, serían tan amable de colaborarme con el número de contacto del Jefe de Control de Interno; Muchas Gracias.","Cerrada","NO","Chat"
"102739366406","26 octubre 2020 04:43:42","Sugerencia","SI","cordial saludo. Requiero paz y salvo predial municpal y valorización  fines sucesión","Cerrada","NO","Chat"
"102729157406","26 octubre 2020 02:57:48","Sugerencia","SI","Buenas tardes, 

Por favor me indican el correo de la empresa de alumbrado de flandes","Cerrada","NO","Chat"
"103034004502","29 octubre 2020 03:15:14","Petición","NO","Bogotá, octubre 29 de 2020


Señores.
SECRETARIA DE HACIENDA MUNICIPAL
 
Reciban un cordial saludo. Con el fin de cumplir con la responsabilidad como Contribuyente del Impuesto de Industria y Comercio, por medio del presente correo me permito solicitar la siguiente información correspondiente a la empresa SEGURIDAD SUPERIOR LTDA, Nit. 860.066.946-6:
 
•	Confirmar si la empresa se encuentra inscrita en el municipio para el Registro de Información Tributaria - RIT.
o	De ser así, por favor emitir ESTADO DE CUENTA/PAZ Y SALVO de la compañía.
o	De no ser así, por favor enviar los formatos de inscripción, y la documentación requerida para tal fin.
 
•	Impuesto de Industria y Comercio: Calendario tributario año gravable 2019 y 2020, Acuerdo Municipal vigente y Certificados de Cuenta Bancaria para el giro de los recursos.
 
Si esta solicitud no corresponde a su área, por favor remitir correo al área correspondiente.

Cordialmente, 


Nadia Buitrago, en nombre de:

Alejandra Ramos
Directora de Contabilidad
Seguridad Superior Ltda.
Tel: 6230581
contabilidadsuperior6@gmail.com","Abierta","SI","PQRDS"
"103025840706","29 octubre 2020 01:45:14","Sugerencia","SI","quisiera saber el total de lo que debo en impuesto predial e mi vivienda en Flandes
quiero hacer esta consulta desde Bogota","Cerrada","NO","Chat"
"103019351606","29 octubre 2020 01:29:29","Sugerencia","SI","Buenas tardes. Deseo saber de las restricciones para este fin de semana?","Cerrada","NO","Chat"
"103009308506","29 octubre 2020 12:19:12","Sugerencia","SI","estoy interesada en que mis hijos participen en el concurso de disfras, que debo hacer o a donde se inscriben","Cerrada","NO","Chat"
"102992564606","29 octubre 2020 10:37:15","Sugerencia","SI","Muy buenos dia me podrian informar si este fin de semana aba toque de queda en flandes deseo  viajar para allá  para evizar la casa","Cerrada","NO","Chat"
"102982812006","29 octubre 2020 10:36:12","Sugerencia","SI","como pagar impuesto predial electronicamente","Cerrada","NO","Chat"
"102971459906","29 octubre 2020 10:34:01","Sugerencia","SI","Buen día deseo saber si este fin de semana hay toque de queda en flandes","Cerrada","NO","Chat"
"102966203506","29 octubre 2020 09:27:04","Sugerencia","SI","Buen dia, 
un favor quiero saber como es lo del tema del pago de retencion de ica","Abierta","SI","Chat"
"102954425503","28 octubre 2020 08:44:06","Queja","NO","Buenas Tardes  nunca recibimos respuesta a la solicitud 91923469401 creada desde el 27 de septiembre.

Por favor confirmar cuales son los protocolos y medidas para la apertura de Pscinas desde el 1 de noviembre.

Adicional a lo anterior no volvieron actualizar el boletin  epidimiologico diario en la pagina de la alcaldia, es super importante se brinde esta información de manera diaria.","Cerrada","NO","PQRDS"
"102942781706","28 octubre 2020 07:48:46","Sugerencia","SI","Hola, quisiera saber si la fecha definitiva para utilizar las piscinas será el 1ro da noviembre, mil gracias por si atención","Cerrada","NO","Chat"
"102939076906","28 octubre 2020 05:49:47","Sugerencia","SI","Hola buenas tardes, quisiera saber si este fin de semana 31 de octubre tendrán toque de queda, ya que viajaré con mi familia y quisiera saber sobre esta medida. Gracias","Cerrada","NO","Chat"
"102923634606","28 octubre 2020 05:13:34","Sugerencia","SI","ESTE PUENTE FESTIVO HAY TOQUE DE QUEDA EN EL MUNICIPIO","Cerrada","NO","Chat"
"102916504706","28 octubre 2020 04:53:45","Sugerencia","SI","bd que plazos hay y descuentos del impuesto predial vigencia 2020 gracias","Abierta","SI","Chat"
"102905059506","28 octubre 2020 03:09:16","Sugerencia","SI","BUENA TARDE, 
COMO HAGO PARA DESCARGAR EL IMPUESTO PREDIAL DE UNA VIVIENDA EN FLANDES","Cerrada","NO","Chat"
"102895471202","28 octubre 2020 02:52:40","Petición","NO","Buenas  Tardes solicito su apoyo para la siguientes solicitud me encuentro en la ciudad de bogota iva a cancelar la factura de impuesto predial No 2020036675 pero el código de barras no lo lee ya me acerque a varios bancos no se si tengan un numero de cuenta para realizar la consignación o si me lo pueden regalar  o el  pdf  de la facturaya que lo que tengo es un  copia","Cerrada","NO","PQRDS"
"102883029106","28 octubre 2020 02:50:24","Sugerencia","SI","Buenas  Tardes solicito su apoyo para la siguientes solicitud me encuentro en la ciudad de bogota iva a cancelar la factura de impuesto predial No 2020036675 pero el codigo de barras no lo lee ya me acerque a varios bancos no se si tengan un numero de cuenta para realizar la consignacion o si me lo pueden regalar en pdf ya que lo que tengo es un  copia","Cerrada","NO","Chat"
"102874702706","28 octubre 2020 11:36:30","Sugerencia","SI","Tengo muy mala recepcion de servicio de internet , cual es el mejor proveedor que ofrece este servicio para la zona ???","Cerrada","NO","Chat"
"102866542706","28 octubre 2020 10:27:07","Sugerencia","SI","Hace unos días solicite, el valor del impuesto predial, pedí poder diferirlo a cuotas y me negaron la posibilidad.. No existe manera de para por mensualidades ,  les agradezco su valiosa colaboracion.. Predio. Mz 7 casa 10 Barrio Aprovitef","Abierta","SI","Chat"
"102858778906","27 octubre 2020 08:03:47","Sugerencia","SI","Factura pago impuesto predial año 2020 No. catastral 010102980010000 me pueden colaborar ya que es dificil por la pagina bajarlo gracias","Cerrada","NO","Chat"
"102848599406","27 octubre 2020 04:40:01","Sugerencia","SI","Buena tarde necesito saber si entro el pago de mi impuesto predial gracias","Cerrada","NO","Chat"
"102839315206","27 octubre 2020 04:22:11","Sugerencia","SI","solicito mi recibo de pago de impuesto predial con cédula catastral 73-275-01-03-00-00-0003-0005-0-00-00-0000
cedula catastral ant. 01-03-0003-0005-000 calee 12c #71B-41  año 2020","Cerrada","NO","Chat"
"102828617306","27 octubre 2020 04:15:44","Sugerencia","SI","buenas tardes solicito mi factura de pago impuesto predia esta a nombre de jose jimenez ruiz","Cerrada","NO","Chat"
"102819389002","27 octubre 2020 03:54:55","Petición","NO","Buenas tardes,

Por medio de la presente solicito su colaboración para la emisión del impuesto predial correspondiente a la cédula catastral No. 000100053755804 del periodo 2020, a mi nombre LUZ MARY FRANCO HENAO identificada con cédula de ciudadanía No. 51.795.658, ya que he intentado hacer el proceso de manera virtual y no me ha sido posible.

Agradezco su colaboración y quedo atenta de una pronta y favorable respuesta.

Cordialmente,","Cerrada","NO","PQRDS"
"102801330406","27 octubre 2020 02:49:57","Sugerencia","SI","solicitud de paz y salvo","Cerrada","NO","Chat"
"102797588606","27 octubre 2020 11:38:48","Sugerencia","SI","quisiera saber desde donde se ingresa el numero de la cédula catastral para descargar la factura del impuesto predial.   No lo logro hacer","Cerrada","NO","Chat"
"102702572606","26 octubre 2020 12:59:45","Sugerencia","SI","buenas tardes, estoy intentando bajar el impuesto predial de una finca que se encuentra ubicada en la vereda de tarqui y me dice que el servidor del municipio no esta conectado, solicito saber cuanto debo pagar para hacerlo ya que me encuentro en Bogotá   y soy una persona de la tercera edad y no puedo desplazarme hasta flandes a hacer el pago","Cerrada","NO","Chat"
"102697690806","26 octubre 2020 11:32:36","Sugerencia","SI","buen día quisiera saber cuando darán apertura de piscinas ya que por orden presidencial ya se puede realizar. gracias","Cerrada","NO","Chat"
"102681337601","26 octubre 2020 11:09:19","Solicitud de información","NO","buen dia el dia lunes 19 de octubre estube en las oficinas paara realizar un acuerdo d epago del impuesto de   mi casa me informan que el dia viernes me dan respuesta y es la y no tengo aun respuesta ya me dicen que  para el pago lo debo hacer hasta el 30 de octubre. con cedula catartral 01-03-0310-0056-801 les agradezco su pronta respuesta gracias","Cerrada","NO","PQRDS"
"102672978201","26 octubre 2020 09:24:02","Solicitud de información","NO","Por favor me ayudan validando la autenticidad de esta licencia de construcción. Adicional me pueden confirmar con quien me podría contactar. Gracias","Cerrada","NO","PQRDS"
"102661364506","26 octubre 2020 09:20:57","Sugerencia","SI","Buenos días. Dónde puedo verificar y validar la legitimidad de una licencia de construcción?","Cerrada","NO","Chat"
"102651575702","26 octubre 2020 03:26:55","Petición","NO","Derecho de petición - Certificado sanitario

Destino secretaría de Salud Local","Cerrada","SI","PQRDS"
"102645190206","24 octubre 2020 01:35:34","Sugerencia","SI","Buenas tardes quisiera saber si por favor me pueden enviar el impuesto predial de mi predio a este correo mercedesves@gmail.com mi nombre es Ana Mercedes Antonio Peña c.c 52464777 conjunto Santa Marta cédula catastral 01-03-0314-0006-801","Cerrada","NO","Chat"
"102636901606","24 octubre 2020 01:25:50","Sugerencia","SI","Por favor como hago para averiguar sobre el impuesto predial de mi predio ya que hace dos años no lo pago gracias por su información","Cerrada","NO","Chat"
"102628125906","24 octubre 2020 01:25:31","Sugerencia","SI","Buenas tardes.
se relizo solicitud de copia del pago del predial. o paz y salvo quisiera saber si ya esta","Cerrada","NO","Chat"
"102615622106","24 octubre 2020 01:24:05","Sugerencia","SI","buenas tardes.
se solicito presencialmente la copia del pago del predial, quisiera saber si ya esta.","Cerrada","NO","Chat"
"102605643106","23 octubre 2020 10:04:22","Sugerencia","SI","necesito un correo para enviar una solicitud de un tramite","Cerrada","NO","Chat"
"102597738106","23 octubre 2020 08:53:45","Sugerencia","SI","Buen día donde puedo descargar y pagar mi impuesto predial? condominio San Fernando de Segovia en Flandes lote I6","Cerrada","NO","Chat"
"102584876916","23 octubre 2020 08:36:33","Sugerencia","SI","No encontre lo que buscaba (Chat Institucional): Buenos días necesito pagar impuestos prediales que se deben a la fecha con descuento al 30 de octubre, conjunto santa monica II MZ C  CASA 9, cédula 20.340.305 su pagina de sede electronica nunca funciona","Cerrada","NO","FeedBack"
"102574138406","23 octubre 2020 08:28:40","Sugerencia","SI","por favor necesito pagar impuestos prediales que se deben a la fecha y su pagina de sede electronica no funciona,
conjunto santa monica II MZ CASA 9, CEDULA 20.340.305","Cerrada","NO","Chat"
"102564386716","23 octubre 2020 08:03:38","Sugerencia","SI","No encontre lo que buscaba (Chat Institucional): Solicito el estado de cuenta del impuesto predial a la fecha para pago antes del 30 de octubre con el descuento, la pagina de sede electrónica no funciona.","Cerrada","NO","FeedBack"
"92629183106","23 octubre 2020 07:04:45","Sugerencia","SI","por favor me informan donde debo radicar el protocolo de piscinas para obtener el permiso de apertura a partir del 1 de noviembre  gracias","Cerrada","NO","Chat"
"92612732706","22 octubre 2020 06:24:09","Sugerencia","SI","deseo solicitar estado de cuanta de los inmuebles identificadon con matricula inmobiliaria 357-0037784 y 357-0037785","Cerrada","NO","Chat"
"92607287801","22 octubre 2020 11:49:46","Solicitud de información","NO","Buenos dias Doctor HUGO ALEXANDER LEAL VARGAS Técnico Administrativo Secretaria de Hacienda Alcaldía de Flandes
Mi  nombre Amparo Pinzón Andrade ,con mucho respeto solicito me generen el Paz y Salvo del Impuesto Predial de mi casa en Flandes Cancun Mz D casa 7 Cedula Catastral Nº 01-01-0233-0016-801  vivo en Bogota y solicito el favor me sea enviado a mi correo pinzonandrade@yahoo.com  por motivos de Salud tengo 68 años Gracias","Cerrada","NO","PQRDS"
"92596429506","22 octubre 2020 11:47:53","Sugerencia","SI","Pago predial","Cerrada","NO","Chat"
"92582200101","22 octubre 2020 11:43:23","Solicitud de información","NO","Buenos dias Doctor HUGO ALEXANDER LEAL VARGAS Técnico Administrativo Secretaria de Hacienda Alcaldía de Flandes
Mi  nombre Amparo Pinzón Andrade ,con mucho respeto solicito me generen el Paz y Salvo del Impuesto Predial de mi casa en Flandes Cancun Mz D casa 7 Cedula Catastral Nº 01-01-0233-0016-801  vivo en Bogota y solicito el favor me sea enviado a mi correo pinzonandrade@yahoo.com  por motivos de Salud tengo 68 años Gracias","Cerrada","NO","PQRDS"
"92572465506","22 octubre 2020 10:55:52","Sugerencia","SI","Buenos, días desde el pasado29 de sept solicite mi  factura del impuesto predial y no me ha llegado nada, al consultar el radicado aparece en tramite... necesito la factura. Gracias.","Cerrada","NO","Chat"
"92563697006","22 octubre 2020 09:49:11","Sugerencia","SI","Buenos dias por favor me puede indicar como descargo un estado de cuenta de impuesto predial","Cerrada","NO","Chat"
"92556952306","22 octubre 2020 09:09:49","Sugerencia","SI","Horario de atención para consulta de uso de suelos","Cerrada","NO","Chat"
"92541776803","21 octubre 2020 04:39:02","Queja","NO","Muy buenos dias, me dirijo a ustedes muy cordialmente con el fin de interponer una queja hacia el colegio liceo los angeles en flandes tolima, ya que  me estoy viendo perjudicado por que no aparece mi registro de estudio como bachiller graduado en la institución. me he visto perjudicado ya que las empresas al momento de llamar al colegio o no responden o envían la respuesta de la imagen anexada. cuento con el documento físico y original del diploma que me certifica y avala como persona graduada y firmado por el rector Manuel Antonio Hernandez Rodriguez de quien tengo entendido falleció este año. tengo tambien certificación de la universidad santiago de cali donde avalan que realice un semestre en la universidad y tengo presentado mi icfes. por lo cual no entiendo el motivo por el cual el colegio no tiene el registro de mi acta de grado.

De antemano agradesco la atencion prestada y compresión.

quedo atento a una respuesta y solución a mi inconveniente.","Cerrada","NO","PQRDS"
"92495622306","21 octubre 2020 11:09:32","Sugerencia","SI","quiero pagar el impuesto predial y he tratado de descargarlo pero sale que el servidor no funciona predio prados de san remo casa F 19  C:C 23854678","Cerrada","NO","Chat"
"92484769706","21 octubre 2020 10:04:27","Sugerencia","SI","Buenos días,  llevo más de 20 días tratando de obtener los recibos para el pago de impuestos y no ha sido posible agradezco su ayuda.  MNZ D CASA 4 ACAPULCO II","Cerrada","NO","Chat"
"92478462106","21 octubre 2020 09:30:23","Sugerencia","SI","Buen dia 
Estoy intentando poner al dia el impuesto predial que debo de mi predio ubicado en con junto san andres casa 19 mz A y no ha sido posible sacar la , la sede electrónica no sirve.

Me podrian ayudar por favor.

No Catastral es 010302370012801

Saludos.

Pedro Murcia","Cerrada","NO","Chat"
"92466708106","21 octubre 2020 09:15:33","Sugerencia","SI","Buenos días, quiero pagar el impuesto predial, pero vivo en bogota , me gustaria saber si me pueden enviar el recibo al correo el recibo del impuesto predial y    si lo puedo pagar aqui en Bogota.     El   predio queda   en Prados de San remo casa F 19  mi cedula es     23 854678. Muchas gracias","Cerrada","NO","Chat"
"92454415004","21 octubre 2020 07:31:42","Reclamo","NO","En la actualidad soy residente en el inmueble ubicado en la carrera 3
Numero 12-56 del barrio la capilla del municipio de Flandes Tolima los inmuebles
construidos en esta urbanización fueron construidos sin tener en cuenta las
normas esenciales en cuanto a la dimensión de las tuberías de aguas servidas,
aguas lluvias y alcantarillado y Maxime teniendo en cuenta que en dicho sector ha
habido un aumento importante de la población residente, esta ocasionando daños
graves en la salud y bienes de los residente toda vez que solo se cuenta con una
línea de tubería que cumple con los dos funciones vale decir la de aguas lluvias y
aguas negras, situación a todas luces irregulares ya que estas tuberías deben
funcionar en forma separada con el agravante de que la dimensión de los tubos es
muy pequeña para el caudal que reciben desbordando fácilmente su capacidad
generando un estado de peligro en la población residente.","Abierta","SI","PQRDS"
"92445773502","21 octubre 2020 07:28:27","Petición","NO","Por medio del presente adjunto un DERECHO DE PETICION a ESPUFLAN el cual no ha sido contestado y obviamente resuelto. En la actualidad soy residente en el inmueble ubicado en la carrera 3
Numero 12-56 del barrio la capilla del municipio de Flandes Tolima los inmuebles
construidos en esta urbanización fueron construidos sin tener en cuenta las
normas esenciales en cuanto a la dimensión de las tuberías de aguas servidas,
aguas lluvias y alcantarillado y Maxime teniendo en cuenta que en dicho sector ha
habido un aumento importante de la población residente, esta ocasionando daños
graves en la salud y bienes de los residente toda vez que solo se cuenta con una
línea de tubería que cumple con los dos funciones vale decir la de aguas lluvias y
aguas negras, situación a todas luces irregulares ya que estas tuberías deben
funcionar en forma separada con el agravante de que la dimensión de los tubos es
muy pequeña para el caudal que reciben desbordando fácilmente su capacidad
generando un estado de peligro en la población residente.","Cerrada","NO","PQRDS"
"92435929006","20 octubre 2020 07:27:29","Sugerencia","SI","Buenas noches,por favor cuando hacen encuestas lo que pasa que por el puntaje alto me están molestando para ingresar al sena.por cambio de domicilio si me aceptaron nueva encuesta cuando las realizan gracias 5w","Cerrada","NO","Chat"
"92423490606","20 octubre 2020 04:24:13","Sugerencia","SI","necesito descargar el recibo del impuesto predial y no he podido, soy de la ciudad de Pereira y me queda muy dificil dirigirme hasta Flandes para reclamar el recibo de pago","Cerrada","NO","Chat"
"92415078906","20 octubre 2020 04:04:57","Sugerencia","SI","Buena tarde, requerimos urgente los paz y salvos de predial y valorización, fueron solicitados desde la semana pasa y no ha sido posible obtenerlos, agradezco nos puedan ayudar urgente.

MI 357-53209
Propieetario BANCO DE OCCIDENTE","Cerrada","NO","Chat"
"92408434702","20 octubre 2020 03:52:10","Petición","NO","Corregir valor liquidado impuesto predial año 2020","Cerrada","SI","PQRDS"
"92399763106","20 octubre 2020 03:29:45","Sugerencia","SI","BUENAS TARDES COMO PUEDO ACCEDER AL PROGRAMA ADULTO MAYOR O ALGUNA AYUDA","Cerrada","NO","Chat"
"92384172106","20 octubre 2020 02:12:09","Sugerencia","SI","Impuesto predial","Cerrada","NO","Chat"
"92379347306","20 octubre 2020 01:56:02","Sugerencia","SI","Buenas Tardes","Cerrada","NO","Chat"
"92364075502","20 octubre 2020 12:05:16","Petición","NO","Derecho de petición 

Este es el tercer derecho de petición que envio solucionar urgente. 

solicitamos el recibo actualizado del predial del 2020 ya que el que llego con pago en mora no corresponde estoy adjuntando el recibo de pago que ustedes me enviaron el año 2019 para que por favor me apliquen ha mi predio correspondiente y me envíen el nuevo recibo para pagar porque la Dian me esta notificando que me debo poner al día y ustedes no me han enviado el nuevo recibo .","Cerrada","NO","PQRDS"
"92351700606","20 octubre 2020 11:53:50","Sugerencia","SI","Buenos días:  Por favor me puede informar si se puede descargar el formulario de impuesto predial por internet ?  Muchas Gracias","Cerrada","NO","Chat"
"92349229406","20 octubre 2020 11:50:18","Sugerencia","SI","No se descarga la factura para pagar el predial. No acepta la cedula catastral","Cerrada","NO","Chat"
"92338183206","20 octubre 2020 10:47:17","Sugerencia","SI","Tengo una casa en Flandes y no he podido descargar el recibo para pagar impuesto predial. Que debo hacer? Yo vivo en bogota 
No. Matrícula 357-53498
Gracias","Cerrada","NO","Chat"
"92322648006","20 octubre 2020 10:40:44","Sugerencia","SI","Necesito saber por donde entrar a pagar los impuestos del predial. y hasta cuando hay plazo","Cerrada","NO","Chat"
"92312973201","20 octubre 2020 10:25:44","Solicitud de información","NO","Buenos dias solicito respetuosamente la expedición del Paz y Salvo del Impuesto Predial   2020 del predio Urbano con Ficha Catastral Nº 01-01-0233-0016-801  ubicado en la Mz D  Cs 7  DEL CONJUNTO RESIDENCIAL CANCUN del municipio deFlandes. Gracias","Cerrada","NO","PQRDS"
"92301975601","20 octubre 2020 10:21:12","Solicitud de información","NO","Buenos dias solicito respetuosamente la expedición del Paz y Salvo certificación valorización  2020 del predio Urbano con Ficha Catastral Nº 01-01-0233-0016-801  ubicado en la Mz D  Cs 7  DEL CONJUNTO RESIDENCIAL CANCUN del municipio deFlandes. Gracias","Cerrada","NO","PQRDS"
"92291261416","19 octubre 2020 06:50:49","Sugerencia","SI","No encontre lo que buscaba (Sede Electrónica): Necesito pagar los predíales  vencidos pero no me deje a ingresar virtualmente Para efectuarlo","Cerrada","NO","FeedBack"
"92288719306","19 octubre 2020 03:45:06","Sugerencia","SI","Gracias buenas tardes como hago para bajar los paz y salvos que solicite 
Numeros 92255258301 y 92208466606 Gracias","Cerrada","NO","Chat"
"92273128706","19 octubre 2020 03:03:36","Sugerencia","SI","Buenas tardes he intentado ingresar para hacer descarga de la factura de pago predial de dos bienes que tenemos en el municipio y deseo hacer los pagos pero la plataforma no funciona","Cerrada","NO","Chat"
"92269574206","19 octubre 2020 02:51:59","Sugerencia","SI","Hola necesito pagar impuesto y requiero poder bajar los soportes para realizar el pago en Bogota pues no hemos podido ir hasta flandes","Cerrada","NO","Chat"
"92255258301","19 octubre 2020 12:48:48","Solicitud de información","NO","Buenas tardes solicito al Señor Secretario de Planeacion E  Infraestuctura con mucho respeto me generen el certificado Valorizacion 2020","Cerrada","NO","PQRDS"
"92243790406","19 octubre 2020 11:47:13","Sugerencia","SI","Solicitud información de un predio","Cerrada","NO","Chat"
"92239357901","19 octubre 2020 11:37:23","Solicitud de información","NO","Por favor enviarme nuevamente factura del impuesto predial a la fecha. En días pasados ustedes me imprimieron una factura y fruí a pagar al banco pero la maquina de caja no pudo leer el código de barras.
Necesito imprimirla nuevamente en Laser.

Gracias","Abierta","SI","PQRDS"
